name,founded_year,category_code,total_money_raised,deadpooled_year,num_offices,office_1_longitude,office_1_latitude,office_1_location,office_1_city,office_1_state_code,office_1_country_code,office_2_longitude,office_2_latitude,office_2_location,office_2_city,office_2_state_code,office_2_country_code,office_3_longitude,office_3_latitude,office_3_location,office_3_city,office_3_state_code,office_3_country_code,office_4_longitude,office_4_latitude,office_4_location,office_4_city,office_4_state_code,office_4_country_code,office_5_longitude,office_5_latitude,office_5_location,office_5_city,office_5_state_code,office_5_country_code,office_6_longitude,office_6_latitude,office_6_location,office_6_city,office_6_state_code,office_6_country_code,office_7_longitude,office_7_latitude,office_7_location,office_7_city,office_7_state_code,office_7_country_code,office_8_longitude,office_8_latitude,office_8_location,office_8_city,office_8_state_code,office_8_country_code,office_9_longitude,office_9_latitude,office_9_location,office_9_city,office_9_state_code,office_9_country_code,office_10_longitude,office_10_latitude,office_10_location,office_10_city,office_10_state_code,office_10_country_code,office_11_longitude,office_11_latitude,office_11_location,office_11_city,office_11_state_code,office_11_country_code,office_12_longitude,office_12_latitude,office_12_location,office_12_city,office_12_state_code,office_12_country_code,total_money_raised_currency,total_money_raised_USD
MyJohannesburgInfo,2008.0,other,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Mobifusion,2006.0,mobile,3100000.0,,1,-121.9780378,37.552104,"{'type': 'Point', 'coordinates': [-121.9780378, 37.552104]}",,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,3100000.0
Civolution,2008.0,security,0.0,,3,-0.1253299,51.514653,"{'type': 'Point', 'coordinates': [-0.1253299, 51.514653]}",London,,GBR,5.4573292,51.410857,"{'type': 'Point', 'coordinates': [5.4573292, 51.410857]}",Eindhoven,,NLD,-74.0061454,40.7510131,"{'type': 'Point', 'coordinates': [-74.0061454, 40.7510131]}",New York,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Jimojo,2005.0,mobile,0.0,,1,153.011337,-27.411292,"{'type': 'Point', 'coordinates': [153.011337, -27.411292]}","Brisbane, Queensland",,AUS,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Shutl,2009.0,ecommerce,7660000.0,,1,-0.1020265,51.5196135,"{'type': 'Point', 'coordinates': [-0.1020265, 51.5196135]}",London,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,GBP,8885600.0
Zankyou,2008.0,web,0.0,,2,-3.6912754,40.6070897,"{'type': 'Point', 'coordinates': [-3.6912754, 40.6070897]}",Madrid,ME,ESP,2.2847419,48.8921396,"{'type': 'Point', 'coordinates': [2.2847419, 48.8921396]}",Levallois Perret,,FRA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Interacto,2009.0,web,0.0,,1,5.5858466,51.3673409,"{'type': 'Point', 'coordinates': [5.5858466, 51.3673409]}",Heeze,,NLD,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Gladinet,2007.0,software,0.0,,1,-80.140586,26.208864,"{'type': 'Point', 'coordinates': [-80.140586, 26.208864]}",Fort Lauderdale,FL,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Time America,1986.0,software,0.0,,1,-111.910107,33.631797,"{'type': 'Point', 'coordinates': [-111.910107, 33.631797]}",Scottsdale,AZ,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Asurrent,2009.0,web,0.0,,1,-84.495636,34.013247,"{'type': 'Point', 'coordinates': [-84.495636, 34.013247]}",Marietta,GA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Neverblue,2004.0,web,0.0,,1,-123.363909,48.4244865,"{'type': 'Point', 'coordinates': [-123.363909, 48.4244865]}",Victoria,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Thawte,,,0.0,,2,18.6438265,-33.8528301,"{'type': 'Point', 'coordinates': [18.6438265, -33.8528301]}",Durbanville,,ZAF,-122.0542691,37.3959389,"{'type': 'Point', 'coordinates': [-122.0542691, 37.3959389]}",Mountain View,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
OAuth,2006.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
CipherMax,2000.0,hardware,142000000.0,2008.0,1,-121.8939054,37.3969138,"{'type': 'Point', 'coordinates': [-121.8939054, 37.3969138]}",San Jose,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,142000000.0
Qihoo 360 Technology,2005.0,web,575000000.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,575000000.0
Medio,2004.0,software,30000000.0,,1,-122.331308,47.611827,"{'type': 'Point', 'coordinates': [-122.331308, 47.611827]}",Seattle,WA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,30000000.0
GE International,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Digital Media Grupo Planeta,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
University of the People,,other,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Burda Digital Systems,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
AdaptiveAds,,advertising,0.0,,1,-122.4035368,37.7875973,"{'type': 'Point', 'coordinates': [-122.4035368, 37.7875973]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
GainSpan,2006.0,semiconductor,113000000.0,,1,-121.943149,37.409064,"{'type': 'Point', 'coordinates': [-121.943149, 37.409064]}",San Jose,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,113000000.0
Vital Juice,,web,0.0,,1,-73.987951,40.767418,"{'type': 'Point', 'coordinates': [-73.987951, 40.767418]}",New York,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
LuckyDogJobs,2004.0,search,0.0,,1,-90.490704,38.570681,"{'type': 'Point', 'coordinates': [-90.490704, 38.570681]}",St Louis,MO,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Electronic Media Publishing,2007.0,software,0.0,,1,-90.490704,38.570681,"{'type': 'Point', 'coordinates': [-90.490704, 38.570681]}",St. Louis,MO,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Technology Imaging Services,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Medovation,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Socialize,2008.0,mobile,1820000.0,,1,-76.998641,38.88521,"{'type': 'Point', 'coordinates': [-76.998641, 38.88521]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,1820000.0
Secure Computing,1984.0,security,69900000.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,69900000.0
ulike,2006.0,web,0.0,,1,2.4110061,48.8465603,"{'type': 'Point', 'coordinates': [2.4110061, 48.8465603]}",paris,,FRA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Apartment Adda,2008.0,other,0.0,,1,77.594376,12.971606,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}",Bangalore,,IND,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Pertuity Direct,,web,0.0,,1,-77.244916,38.928951,"{'type': 'Point', 'coordinates': [-77.244916, 38.928951]}",Vienna,VA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Septagon Studios,2005.0,other,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Sittercity,2001.0,web,48100000.0,,1,-87.6354206,41.8879192,"{'type': 'Point', 'coordinates': [-87.6354206, 41.8879192]}",Chicago,IL,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,48100000.0
TV Games Network,,games_video,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
CodeFab,,mobile,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
TheMarkets,2000.0,web,30000000.0,,1,-73.9821315,40.762674,"{'type': 'Point', 'coordinates': [-73.9821315, 40.762674]}",New York,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,30000000.0
BrowserCam,,consulting,0.0,,1,-71.262508,42.47218,"{'type': 'Point', 'coordinates': [-71.262508, 42.47218]}",Lexington,MA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
GPS Connect,2006.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Ontology2,2009.0,web,0.0,,1,-76.356869,42.362886,"{'type': 'Point', 'coordinates': [-76.356869, 42.362886]}",Brooktondale,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Etology,2005.0,web,4000000.0,2011.0,1,-122.270487,37.561111,"{'type': 'Point', 'coordinates': [-122.270487, 37.561111]}",Foster City,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,4000000.0
Avnera,2004.0,semiconductor,66700000.0,,1,-122.846665,45.528908,"{'type': 'Point', 'coordinates': [-122.846665, 45.528908]}",Beaverton,OR,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,66700000.0
Gecko Audio,2006.0,software,3000000.0,2012.0,1,-122.159928,37.437328,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",Palo Alto,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,3000000.0
SantexQ,,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Newtter,2008.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
ChatStat,2006.0,software,500000.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,500000.0
LiveCargo,,software,0.0,,1,-79.958828,36.109705,"{'type': 'Point', 'coordinates': [-79.958828, 36.109705]}",Greensboro,NC,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Manifest Digital,2001.0,consulting,9000000.0,,1,-87.6436218,41.8964988,"{'type': 'Point', 'coordinates': [-87.6436218, 41.8964988]}",Chicago,IL,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,9000000.0
Mag Rack Entertainment,2008.0,other,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
United States Government,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
The Talk Market,2007.0,ecommerce,2500000.0,,1,-73.986951,40.756054,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",New York,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,2500000.0
Fuseideas,1999.0,,0.0,,1,-71.12045,42.396495,"{'type': 'Point', 'coordinates': [-71.12045, 42.396495]}",Somerville,MA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Music For Busy People,2009.0,games_video,0.0,,1,-73.976169,40.727763,"{'type': 'Point', 'coordinates': [-73.976169, 40.727763]}",New York City,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Current Wisdom,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
"Live Area, LLC",,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
1-800-905-GEEK,,consulting,0.0,,1,-76.1925877,36.8526328,"{'type': 'Point', 'coordinates': [-76.1925877, 36.8526328]}",Norfolk,VA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
ATCOR Holdings,,other,50000000.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,50000000.0
Sustainable Life Media,,web,0.0,,1,-122.344445,37.577818,"{'type': 'Point', 'coordinates': [-122.344445, 37.577818]}",San Francisco,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
2Wire,,web,0.0,,1,-121.882673,37.389862,"{'type': 'Point', 'coordinates': [-121.882673, 37.389862]}",San Jose,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Mobile Messenger,1999.0,mobile,0.0,,1,-118.393979,33.979956,"{'type': 'Point', 'coordinates': [-118.393979, 33.979956]}",Los Angeles,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Yipes,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
SiRF,,hardware,0.0,,1,-121.913706,37.375,"{'type': 'Point', 'coordinates': [-121.913706, 37.375]}",San Jose,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
NewHeights,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Luminescent,,hardware,9000000.0,,1,-122.1191487,37.4483426,"{'type': 'Point', 'coordinates': [-122.1191487, 37.4483426]}",Palo Alto,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,9000000.0
Aventail,,,0.0,,1,-122.0200825,37.4054255,"{'type': 'Point', 'coordinates': [-122.0200825, 37.4054255]}",Sunnyvale,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
ShoreTel,,hardware,0.0,,1,-122.004932,37.383449,"{'type': 'Point', 'coordinates': [-122.004932, 37.383449]}",Sunnyvale,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
TagMyEvent,2008.0,web,0.0,,1,-95.457796,29.745861,"{'type': 'Point', 'coordinates': [-95.457796, 29.745861]}",Houston,TX,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
LinkAdage,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
UltimateIntern,2008.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
BigSoccer,2005.0,web,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Phu Concepts,2005.0,advertising,0.0,,1,-77.610583,43.1620203,"{'type': 'Point', 'coordinates': [-77.610583, 43.1620203]}",Rochester,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Lokad,2008.0,enterprise,0.0,,1,2.3210845,48.8880862,"{'type': 'Point', 'coordinates': [2.3210845, 48.8880862]}",Paris,,FRA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Centillion,2009.0,public_relations,0.0,,1,16.4389264,43.5141923,"{'type': 'Point', 'coordinates': [16.4389264, 43.5141923]}",Split,,HRV,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
alteregoweb,2009.0,web,0.0,,1,2.9608395,42.2674977,"{'type': 'Point', 'coordinates': [2.9608395, 42.2674977]}","Figueres, Girona",,ESP,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Curiously Green,2009.0,public_relations,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Pollstar,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Bandloop,2008.0,games_video,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
TalentEquity Solutions,2008.0,web,0.0,,1,77.3159296,28.5846875,"{'type': 'Point', 'coordinates': [77.3159296, 28.5846875]}",Noida,,IND,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Masabi,2001.0,mobile,8800000.0,,1,-0.0965536,51.503753,"{'type': 'Point', 'coordinates': [-0.0965536, 51.503753]}",London,,GBR,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,8800000.0
Casabi,2004.0,mobile,12800000.0,,2,-121.934573,37.293687,"{'type': 'Point', 'coordinates': [-121.934573, 37.293687]}",Campbell,CA,USA,2.3283343,48.8722501,"{'type': 'Point', 'coordinates': [2.3283343, 48.8722501]}",Paris,,FRA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,12800000.0
ZeroG Wireless,,hardware,30000000.0,,1,-122.0140777,37.3797808,"{'type': 'Point', 'coordinates': [-122.0140777, 37.3797808]}",Sunnyvale,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,30000000.0
Maxillia Consultants,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
vexcom,1995.0,public_relations,0.0,,1,-84.329081,34.016961,"{'type': 'Point', 'coordinates': [-84.329081, 34.016961]}",Roswell,GA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
SPIRITIN,2008.0,network_hosting,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Lexington Law,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Winfire,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Broadband Group,,,0.0,,0,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
Alerts,2007.0,public_relations,1200000.0,,1,-122.1961785,47.6115873,"{'type': 'Point', 'coordinates': [-122.1961785, 47.6115873]}",Bellevue,WA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,1200000.0
AdventureDrop,2008.0,web,100000.0,,1,-121.9478049,37.3218356,"{'type': 'Point', 'coordinates': [-121.9478049, 37.3218356]}",San Jose,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,100000.0
Space-Time Insight,2007.0,software,42000000.0,,1,-122.27977,37.555773,"{'type': 'Point', 'coordinates': [-122.27977, 37.555773]}",San Mateo,CA,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,42000000.0
Black Ninja Software,2008.0,software,0.0,,1,-123.1172422,49.2792347,"{'type': 'Point', 'coordinates': [-123.1172422, 49.2792347]}",North Vancouver,,CAN,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
CollectiveSys,2008.0,web,0.0,,1,-73.8304895,40.7609224,"{'type': 'Point', 'coordinates': [-73.8304895, 40.7609224]}",Flushing,NY,USA,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,,,{},,,,USD,0.0
